Date,A/C Type,Location,Fatalities,Registration,detail.url,Flight Phase,Circumstances,Flight Type,Site,Probable cause
"Aug 30, 2018",De Havilland DHC-6 Twin Otter,"Mojo, Oromia",18,ET-AIU,http://www.baaa-acro.com/crash/cras-de-havilland-dhc-6-twin-otter-mojo-18-killed,Flight,"The twin engine airplane departed Dire Dawa in the morning on a flight to Harar Meda Airbase located in Debre Zeit, carrying 15 Army officers and three civilians on behalf of the Ethiopian Army. While descending to Harar Meda, the airplane crashed in unknown circumstances in a wooded area located in Mojo, some 17 km southeast of the airfield. The aircraft was totally destroyed and all 18 occupants were killed, among them two children. Operated on behalf of the Ethiopian Army with dual registration ET-AIU & 808. ",Charter (Non Scheduled Revenue Flight),Plain,
"Aug 25, 2018",Grumman G-64 Albatross,"Atlantic Ocean, All World",0,N1955G,http://www.baaa-acro.com/crash/crash-grumman-g-64-atlantic-ocean,Takeoff (climb),"The crew departed Elizabeth City CGAS in North Carolina in a mission to deploy weather buoys in the Atlantic Ocean. While taking off, the seaplane struck something floating on water and came to rest some 425 miles east off Cape Hatteras, North Carolina. All five crew members evacuated the cabin and were later recovered by the crew of a container vessel. The aircraft sank and was lost.",Survey / Patrol / Reconnaissance,"Lake, Sea, Ocean, River",
"Aug 21, 2018",Piper PA-31-310 Navajo,"Limoges, Haute-Vienne",0,F-HGPS,http://www.baaa-acro.com/crash/crash-piper-pa-31-310-navajo-near-limoges,Landing (descent or approach),"The twin engine airplane, owned by the French Company IMAO specialized in aerial photo missions departed Limoges-Bellegarde Airport at 1030LT with one pilot (the Director of the Company, aged 58) and a female engineer. The crew successfully completed a mapping mission over the region of Ussel, Corrèze, and was returning to Limoges Airport when, on final approach, the pilot was forced to attempt an emergency landing due to fuel exhaustion. The airplane struck tree tops then stalled and crashed in a field located near Verneuil-sur-Vienne, some 5 km west of the airfield. Both occupants were seriously injured and the aircraft was damaged beyond repair. ",Aerial photography,Airport (less than 10 km from airport),
"Aug 16, 2018",Boeing 737-800,"Manila-Ninoy Aquino, Metro Manila",0,B-5498,http://www.baaa-acro.com/crash/crash-boeing-737-85c-manila,Landing (descent or approach),"Following an uneventful flight from Xiamen, the crew started the descent to Manila-Ninoy Aquino Airport by night and poor weather conditions (presence of thunderstorm). On approach to runway 24, the captain decided to make a go-around and followed a circuit for about 15 minutes before completing a second approach to the same runway. After touchdown on runway 24 in heavy rain falls, the airplane deviated to the left then went off runway. While contacting soft ground, the undercarriage were torn off as well as the left engine and the airplane came to rest on its belly some 50 meters to the left. All 165 occupants evacuated safely and there were no injuries. At the time of the accident, the visibility was about 2 km in heavy rain falls with CB's at 1,800 feet and a variable wind from 250°-310° at 11 knots. ",Scheduled Revenue Flight,Airport (less than 10 km from airport),
"Aug 13, 2018",Cessna 525 CJ1,"Payson, Utah",1,N526CP,http://www.baaa-acro.com/crash/crash-cessna-525-citationjet-cj1-payson-1-killed,Flight,"Owned by a construction company and registered under Vancon Holdings LLC (VanCon Inc.), the aircraft was parked at Spanish Fork-Springville Airport when it was stolen at night by a private pilot. After takeoff, hew flew southbound to Payson, reduced his altitude and voluntarily crashed the plane onto his house located in Payson. The airplane disintegrated on impact and was destroyed by impact forces and a post crash fire. The pilot was killed. His wife and daughter who were in the house at the time of the accident were uninjured despite the house was also destroyed by fire. Local Police declared that the pilot intentionally flew the airplane into his own home hours after being booked for domestic assault charges. ",Private,City,
"Aug 11, 2018",PAC 750XL - Pacific Aerospace Corporation,"Oksibil, Special Region of Papua",8,PK-HVQ,http://www.baaa-acro.com/crash/crash-pacific-aerospace-pac-750xl-near-oksibil-8-killed,Flight,"At 1411LT, the crew contacted Oksibil Airport, reported his altitude at 7,000 feet and received the last weather bulletin for Oksibil. Nine minutes later, the single engine aircraft struck trees and crashed in a dense wooded area located in the region of Oksibil. A 12-year old boy was injured while eight other occupants were killed. ",Scheduled Revenue Flight,Mountains,
"Aug 11, 2018",De Havilland DH.89 Dragon Rapide,"Abbotsford, British Columbia",0,N683DH,http://www.baaa-acro.com/crash/crash-de-havilland-dh89a-dragon-rapide-4-abbotsford,Takeoff (climb),"Taking part to the Abbotsford International Airshow, the airplane was engaged in a local plaisance flight with four passengers and one pilot on board. Shortly after takeoff from runway 25 while in initial climb, the airplane banked right, causing the lower right wing to struck the ground. The airplane went out of control and crashed nose first at the edge of the runway. Three passengers were slightly injured while the pilot and another passenger were seriously injured. At the time of the accident, the airplane was officially registered N683DH with its original British registration G-AHXW. ",Charter (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),
"Aug 10, 2018",De Havilland Dash-8-400,"Ketron Island, Washington",1,N449QX,http://www.baaa-acro.com/crash/crash-de-havilland-dash-8-400-ketron-island-1-killed,Flight,"Parked at Seattle-Tacoma Airport, the airplane was stolen by a 29-year old ground handling agent who was able to take off. After completing several manoeuvres over the Puget Sound, the aircraft was chased by USAF F-15 then control was lost. The airplane nosed down and crashed in a wooded area located on Ketron Island, some 25 miles southwest of SeaTac Airport. The aircraft disintegrated on impact and the 'pilot' was killed.",Private,Plain,Investigations were conducted by FBI. Evidence suggests that the final descent to the ground was intentional.
"Aug 7, 2018",Dassault Falcon 20,"San Luis Potosí, San Luis Potosí",0,N961AA,http://www.baaa-acro.com/crash/crash-dassault-falcon-20d-san-luis-potosi,Landing (descent or approach),"On a cargo flight from Santiago de Querétaro to Laredo Texas with automotive parts on board, the crew encountered engine problems and was cleared to divert to San Luis Potosí-Ponciano Arriaga Airport for an emergency landing. While approaching by night, the crew was forced to make an emergency landing. The airplane struck the ground, lost its undercarriage and came to rest in an agricultural area located in Peñasco, about 6 km northeast of runway 14 threshold. The left wing was bent and partially torn off. Both crew members were slightly injured and the aircraft was damaged beyond repair. ",Cargo,Airport (less than 10 km from airport),
"Aug 5, 2018",Cessna 414 Chancellor,"Santa Ana-John Wayne, California",5,N727RP,http://www.baaa-acro.com/crash/crash-cessna-414-chancellor-santa-ana-5-killed,Landing (descent or approach),"While approaching Santa Ana-John Wayne Airport in excellent weather conditions, the twin engine aircraft entered a dive and crashed in a vertical attitude in the parking lot of a commercial mall located in Bristol Street, about 1,7 mile northwest of the airport. The aircraft was destroyed by impact forces and there was no fire. At least one vehicle on the ground was destroyed. All five occupants were killed while no one on the ground was injured. ",Private,City,
"Aug 4, 2018",Extra EA-400,"Ponca City, Oklahoma",5,N13EP,http://www.baaa-acro.com/crash/crash-extra-ea-400-ponca-city-5-killed,Takeoff (climb),"Shortly after takeoff from Ponca City Airport, while in initial climb, the single engine lost height and crashed nose first in a soybean field located few miles from the airport. The airplane disintegrated on impact and all five occupants were killed, three adults and two children. The registration needs to be confirmed. ",Private,Airport (less than 10 km from airport),
"Aug 4, 2018",Junkers JU.52,"Piz Segnas, Glarus",20,HB-HOT,http://www.baaa-acro.com/crash/crash-junkers-ju523mg4e-piz-segnas-20-killed,Flight,"The three engine aircraft departed Locarno Airport in the afternoon on a return trip to Dübendorf, carrying 17 passengers and a crew of three. While flying over the Alps in relative good weather conditions, the airplane went out of control, dove into the ground and crashed inverted in a rocky area located on the west slope of the Piz Segnas, at the border between Glarus and Graubunden. The aircraft was totally destroyed upon impact and all 20 occupants have been killed. According to preliminary report, the airplane lost height rapidly and crashed like a stone, confirming the version of several eyewitnesses. Any in-flight collision with another aircraft or a cable was excluded by the authorities which also confirmed that no in-flight fire occurred prior to the accident and that the aircraft did not lose any component prior to impact. Investigations will take time as the aircraft was not equipped with any recording systems. ",Charter (Non Scheduled Revenue Flight),Mountains,
