Date,A/C Type,Location,Fatalities,Registration,detail.url,Flight Phase,Circumstances
"Aug 11, 2009",De Havilland DHC-6 Twin Otter,"Kokoda, Central",13,P2-MCB,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-kokoda-13-killed,Landing (descent or approach),"On 11 August 2009, a de Havilland Canada DHC-6 Twin Otter aircraft, registered P2-MCB, with two pilots and 11 passengers, was being operated on a scheduled regular public transport service from Port Moresby to Kokoda Airstrip, Papua New Guinea (PNG). At about 1113, the aircraft impacted terrain on the eastern slope of the Kokoda Gap at about 5,780 ft above mean sea level in heavily-timbered jungle about 11 km south-east of Kokoda Airstrip. The aircraft was destroyed by impact forces. There were no survivors. Prior to the accident the crew were manoeuvring the aircraft within the Kokoda Gap, probably in an attempt to maintain visual flight in reported cloudy conditions. The investigation concluded that the accident was probably the result of controlled flight into terrain: that is, an otherwise airworthy aircraft was unintentionally flown into terrain, with little or no awareness by the crew of the impending collision. "
"Aug 4, 2009",ATR72-200,"Koh Samui, Surat Thani (สุราษฎร์ธานี)",1,HS-PGL,http://www.baaa-acro.com/crash/crash-atr72-212a-koh-samui-1-killed,Landing (descent or approach),"On landing, the aircraft veered off runway and collided with the control tower. The captain was killed while ten other people were seriously injured. The aircraft was destroyed. "
"Aug 3, 2009",Boeing 707,"Ahwaz, Khuzestan",0,EP-SHK,http://www.baaa-acro.com/crash/mishap-boeing-707-ahwaz,Takeoff (climb),"Shortly after take off, engine number two suffered an uncontained failure. Crew informed ATC of the situation and obtained the authorisation to return in priority. Aircraft landed safely ten minutes later. While two passengers were slightly injured, aircraft was considered as damaged beyond repair as number one engine and left wing were also damaged. "
"Aug 2, 2009",De Havilland DHC-6 Twin Otter,"Oksibil, Special Region of Papua",15,PK-NVC,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-oksibil-15-killed,Landing (descent or approach),"On the morning of Sunday, 2 August 2009, a de Havilland DHC-6 Twin Otter aircraft, registered PK-NVC, operated by PT. Merpati Nusantara Airlines as flight number MZ-7960D, departed from Sentani Airport, Jayapura for Oksibil Airport. The flight was planned in accordance with the visual flight rules (VFR). There were 15 persons on board; two pilots, one engineer, 10 adult passengers and two infants. The estimated flight time was 50 minutes. The fuel on board was sufficient for 2 hours and 50 minutes flight time. About 15 minutes prior to the estimated time of arrival at Oksibil the crew of another aircraft informed the Twin Otter crew that the weather in the Oksibil area was partly cloudy. There were no further reports of radio transmissions from the Twin Otter, and it did not arrive at Oksibil. A search was initiated at the time the aircraft would have run out of fuel. On the morning of 4 August 2009, searchers located the wreckage of the Twin Otter at an elevation of about 9,300 feet about 6 Nm from Oksibil. The aircraft was destroyed by impact forces, and all of the occupants were fatally injured. "
"Jul 25, 2009",Ilyushin II-62,"Mashhad, Razavi Khorasan",16,UP-I6208,http://www.baaa-acro.com/crash/crash-ilyushin-ii-62m-mashhad-16-killed,Landing (descent or approach),"After touchdown on runway 13L in Mashaad, the four engine aircraft did not decelerate as expected and overran. It then struck a concrete wall located 820 meters further on and came to rest. Eleven crew members and five passengers were killed while thirty other people were injured. The front part of the aircraft was destroyed and it came to rest on its tail. "
"Jul 24, 2009",Cessna 401,"Salt Cay, All Turks and Caicos Islands",0,VQ-TLG,http://www.baaa-acro.com/crash/crash-cessna-401-salt-cay,Flight,"While turning around Salt Cay Island, Bahamas, pilot made an emergency landing off shore. He was rescued while the aircraft was damaged beyond repair. Exact circumstances unknown. "
"Jul 15, 2009",Tupolev TU-154,"Qazvin, Qazvin",168,EP-CPG,http://www.baaa-acro.com/crash/crash-tupolev-tu-154-qazvin-168-killed,Flight,"Sixteen minutes after take off from Tehran-Imam Khomeiny Airport, while cruising over Qazvin at FL340, aircraft suddenly changed its heading to 270° and then nosed over. It entered a rapid descent, losing 20,000 feet in ninety seconds and eventually crashed in a near vertical angle in an open field. All 168 occupants were killed and aircraft desintegrated on impact.  "
"Jul 11, 2009",Noorduyn Norseman,"Akiachak, Alaska",0,N225BL,http://www.baaa-acro.com/crash/crash-noorduyn-norseman-akiachak,Landing (descent or approach),"While on a flight from Bethel to Tuluksak, engine started to run rough. The pilot decided to divert to Akiachak Airport but on final approach, aircraft stalled and crashed 300 feet short of runway 01. Both occupants were slightly injured while the aircraft was damaged beyond repair. "
"Jul 9, 2009",Piper PA-31-350 Navajo Chieftain,"Vancouver, British Columbia",2,C-GNAF,http://www.baaa-acro.com/crash/crash-piper-pa-31-navajo-chieftain-vancouver-2-killed,Landing (descent or approach),"The Canadian Air Charters Piper PA-31-350 Chieftain (registration C-GNAF, serial number 31-8052130) was operating under visual flight rules as APEX 511 on the final leg of a multi-leg cargo flight from Vancouver to Nanaimo and Victoria, British Columbia, with a return to Vancouver. The weather was visual meteorological conditions and the last 9 minutes of the flight took place during official darkness. The flight was third for landing and turned onto the final approach course 1.5 nautical miles behind and 700 feet below the flight path of a heavier Airbus A321, approaching Runway 26 Right at the Vancouver International Airport. At 2208, Pacific Daylight Time, the target for APEX 511 disappeared from tower radar. The aircraft impacted the ground in an industrial area of Richmond, British Columbia, 3 nautical miles short of the runway. There was a post-impact explosion and fire. The 2 crew members on board were fatally injured. There was property damage, but no injuries on the ground. The onboard emergency locator transmitter was destroyed in the accident and no signal was detected."
"Jul 8, 2009",Cessna 421 Golden Eagle,"Florida, Florida",5,N4467D,http://www.baaa-acro.com/crash/crash-cessna-421-golden-eagle-florida-5-killed,Flight," 
      While approaching Florida coast, the pilot informed ATC about severe turbulences. Later, the aircraft crashed into the sea, 20 miles off shore. All five occupants were killed. "
"Jul 6, 2009",PZL-Mielec AN-28,"Sarif-Umra, North Darfur (شمال دارفور)",0,ST-TYB,http://www.baaa-acro.com/crash/crash-pzl-mielec-28-sarif-umra,Landing (descent or approach),"The flight progress strip at Al Fashir aerodrome control tower illustrate that on the 6th of July 2009 – ST-TYB, AN-28 departed Al Fashir at time 0601 UTC, estimated time to arrive destination Sarif-Umra was 0650 UTC, persons on board were two (crew only), intended flight level was 085 (VFR) re-cleared later FL105, fuel endurance was 3,5 hours, load on board as indicated on the cargo manifest was 1511 k.gm (food stuff) destined for the UNAMID forces. Aircraft center of gravity was organized. Calculated actual take off weight was 6335 k.gm and the actual landing weight was 6035 k.gm as reported by the pilot. The aircraft proceeded normally to destination at FL 105, when it reached  the airfield, the pilot stated that, they started descend gradually at a speed  of 250 km/h willing to check the strip serviceability and to specify the  direction of landing from the located wind sock.  They detected that, the strip was clear, dry and the wind was favorable to the direction of 23 (strip 23/05). As the crew established a speed of 210 km/h at an altitude of 60 meters on final approach, they saw a dust devil storm on their right crossing the air strip, to avoid this phenomena, they decided to go around for another approach. Eye witnesses confirmed the occurrence of the storm at the time the aircraft commenced the final approach. The crew reported that, they started a right turn and applied full power to gain height, but they felt that there was no response from the engines and the aircraft was influenced by a wind shear and began to sink. The crew managed to control the aircraft, but in few minutes its altitude decreased rapidly. At time 0650 UTC the aircraft impacted with the ground and rolled, there after struck a small rock and bounced, finally the aircraft impacted the ground by the left main gear and nose, and stopped at a distance of 1,850 meters from the beginning of strip 05 coordinates N 13 29.527 ـــــــ E 023 16.794. Crews (2) were safe and the aircraft sustained substantial damage. "
"Jul 5, 2009",Pilatus PC-12,"Lynchburg, Virginia",4,N578DC,http://www.baaa-acro.com/crash/crash-pilatus-pc-12-lynchburg-4-killed,Flight,"While in instrument meteorological conditions flying 800 feet above the airplane’s service ceiling (30,000 feet), with no icing conditions reported, the pilot reported to the air traffic controller that he, “...lost [his] panel.” With the autopilot most likely engaged, the airplane began a right roll about 36 seconds later. The airplane continued in a right roll that increased to 105 degrees, then rolled back to about 70 degrees, before the airplane entered a right descending turn. The airplane continued its descending turn until being lost from radar in the vicinity of the accident site. The airplane impacted in a nose-down attitude in an open field and was significantly fragmented. Postaccident inspection of the flight control system, engine, and propeller revealed no evidence of preimpact failure or malfunction. The flaps and landing gear were retracted and all trim settings were within the normal operating range. Additionally, the airplane was within weight and balance limitations for the flight. The cause of the pilot-reported panel failure could not be determined; however, the possibility of a total electrical failure was eliminated since the pilot maintained radio contact with the air traffic controller. Although the source of the instrumentation failure could not be determined, proper pilot corrective actions, identified in the pilot operating handbook, following the failure most likely would have restored flight information to the pilot’s electronic flight display. Additionally, a standby attitude gyro, compass, and the co-pilot’s electronic flight display units would be available for attitude reference information assuming they were operational."
